The values of precison and recall as per the cutoff of training patterns and training outputs
positives	total	positives	totalPositves 	Precison 	Recall 	fScore

0		411		0		0		0.000000		0.000000		0.000000
0		570		0		0		0.000000		0.000000		0.000000
0		294		0		0		0.000000		0.000000		0.000000
0		303		0		0		0.000000		0.000000		0.000000
0		110		0		0		0.000000		0.000000		0.000000
0		409		0		0		0.000000		0.000000		0.000000
0		36		0		0		0.000000		0.000000		0.000000
0		108		0		0		0.000000		0.000000		0.000000
11		581		11		9		0.018933		1.000000		0.037162
0		540		0		0		0.000000		0.000000		0.000000
3		448		3		3		0.006696		1.000000		0.013304
0		298		0		0		0.000000		0.000000		0.000000
0		496		0		0		0.000000		0.000000		0.000000
0		373		0		0		0.000000		0.000000		0.000000
0		372		0		0		0.000000		0.000000		0.000000
0		351		0		0		0.000000		0.000000		0.000000
0		576		0		0		0.000000		0.000000		0.000000
0		281		0		0		0.000000		0.000000		0.000000
0		553		0		0		0.000000		0.000000		0.000000
6		288		6		6		0.020833		1.000000		0.040816
0		188		0		0		0.000000		0.000000		0.000000
15		405		15		6		0.037037		1.000000		0.071429
0		all		0.000000		0.000000		0.000000
4		267		4		4		0.014981		1.000000		0.029520
0		337		0		0		0.000000		0.000000		0.000000
4		269		4		1		0.014870		1.000000		0.029304
0		551		0		0		0.000000		0.000000		0.000000
0		335		0		0		0.000000		0.000000		0.000000
0		300		0		0		0.000000		0.000000		0.000000
0		351		0		0		0.000000		0.000000		0.000000
1		359		1		1		0.002786		1.000000		0.005556
3		433		3		0		0.000000		0.000000		0.000000
0		385		0		0		0.000000		0.000000		0.000000
13		545		13		5		0.023853		1.000000		0.046595
0		545		0		0		0.000000		0.000000		0.000000
0		714		0		0		0.000000		0.000000		0.000000
0		0		0		0		0.000000		0.000000		0.000000
0		382		0		0		0.000000		0.000000		0.000000
0		242		0		0		0.000000		0.000000		0.000000
0		266		0		0		0.000000		0.000000		0.000000
0		494		0		0		0.000000		0.000000		0.000000
0		372		0		0		0.000000		0.000000		0.000000
0		21		0		0		0.000000		0.000000		0.000000
0		292		0		0		0.000000		0.000000		0.000000
0		295		0		0		0.000000		0.000000		0.000000
0		576		0		0		0.000000		0.000000		0.000000
0		385		0		0		0.000000		0.000000		0.000000
0		44		0		0		0.000000		0.000000		0.000000
6		351		6		2		0.017094		1.000000		0.033613
0		326		0		0		0.000000		0.000000		0.000000
17		516		17		6		0.032946		1.000000		0.063790
20		602		20		1		0.033223		1.000000		0.064309
19		430		19		9		0.044186		1.000000		0.084633
4		238		4		1		0.016807		1.000000		0.033058
7		317		7		5		0.022082		1.000000		0.043210
0		321		0		0		0.000000		0.000000		0.000000
7		242		7		2		0.028926		1.000000		0.056225
13		264		13		13		0.049242		1.000000		0.093863
0		526		0		0		0.000000		0.000000		0.000000
0		6		0		0		0.000000		0.000000		0.000000
0		336		0		0		0.000000		0.000000		0.000000
0		535		0		0		0.000000		0.000000		0.000000
0		683		0		0		0.000000		0.000000		0.000000
11		526		11		6		0.020913		1.000000		0.040968
0		105		0		0		0.000000		0.000000		0.000000
0		549		0		0		0.000000		0.000000		0.000000
0		349		0		0		0.000000		0.000000		0.000000
11		542		11		2		0.020295		1.000000		0.039783
0		313		0		0		0.000000		0.000000		0.000000
0		360		0		0		0.000000		0.000000		0.000000
0		192		0		0		0.000000		0.000000		0.000000
0		256		0		0		0.000000		0.000000		0.000000
0		519		0		0		0.000000		0.000000		0.000000
0		135		0		0		0.000000		0.000000		0.000000
0		287		0		0		0.000000		0.000000		0.000000
0		0		0		0		0.000000		0.000000		0.000000
0		544		0		0		0.000000		0.000000		0.000000
0		364		0		0		0.000000		0.000000		0.000000
0		511		0		0		0.000000		0.000000		0.000000
0		275		0		0		0.000000		0.000000		0.000000
6		321		6		1		0.018692		1.000000		0.036697
0		533		0		0		0.000000		0.000000		0.000000
0		300		0		0		0.000000		0.000000		0.000000
0		561		0		0		0.000000		0.000000		0.000000
0		518		0		0		0.000000		0.000000		0.000000
0		253		0		0		0.000000		0.000000		0.000000
0		49		0		0		0.000000		0.000000		0.000000
32		474		32		6		0.067511		1.000000		0.126482
0		310		0		0		0.000000		0.000000		0.000000
0		512		0		0		0.000000		0.000000		0.000000
4		915		4		3		0.004372		1.000000		0.008705
0		214		0		0		0.000000		0.000000		0.000000
0		514		0		0		0.000000		0.000000		0.000000
15		394		15		0		0.000000		0.000000		0.000000
0		342		0		0		0.000000		0.000000		0.000000
0		535		0		0		0.000000		0.000000		0.000000
0		385		0		0		0.000000		0.000000		0.000000
0		121		0		0		0.000000		0.000000		0.000000
0		190		0		0		0.000000		0.000000		0.000000
0		223		0		0		0.000000		0.000000		0.000000
8		228		8		1		0.035088		1.000000		0.067797
0		257		0		0		0.000000		0.000000		0.000000
2		775		2		0		0.000000		0.000000		0.000000
7		244		7		0		0.000000		0.000000		0.000000
0		535		0		0		0.000000		0.000000		0.000000
0		403		0		0		0.000000		0.000000		0.000000
0		221		0		0		0.000000		0.000000		0.000000
11		452		11		7		0.024336		1.000000		0.047516
